Duration,ID,Consent,Gender,Age,Residency,Ethnicity,Sexuality,Vic_known,False_acc,Verdict,Likert_verdict,Confidence,Sentence,Credibility,Responsibility,Empathy,SA1,SA2,SA3,SA4,SA5,SA6,MT1,MT2,MT3,F1,MT4,MT5,MT6,NR1,NR2,NR3,NR4,NR5,F2,LI1,LI2,LI3,LI4,LI5,LI6,Condition
351,5ecfdf608202840701fe6502,1,2,28,28,1,1,0,1,1,7,100,4,7,1,5,1,1,1,1,1,1,4,1,1,6,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
725,5f903bb26fa6180a7e21d124,1,1,30,30,1,1,1,1,1,5,54,2,6,2,3,1,1,1,3,2,3,4,3,4,7,4,1,1,1,1,1,1,2,6,2,1,1,1,4,1,Vignette(high)
182,5f05cde2f4abed083dff3c8f,1,1,21,21,1,1,2,2,1,5,56,10,5,5,4,3,2,2,5,4,3,4,5,3,6,3,4,4,3,3,3,4,4,5,4,4,3,2,6,2,Vignette(high)
503,5ae44bea04f55d0001b77470,1,2,35,35,1,2,1,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
387,6008888c32a04d3dca5cb30e,1,2,20,20,1,2,1,1,1,6,82,7,6,1,5,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
327,5ff0683d3e41f7bf7897b155,1,2,32,32,1,1,1,1,1,7,90,5,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
633,5f594ed3fc808b1930e7b891,1,2,37,37,1,1,2,1,1,6,80,5,6,1,5,1,1,1,6,1,5,3,2,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
824,5bb7abf3c190e20001e5c2c8,1,1,65,65,1,1,2,3,0,6,100,0,6,5,5,1,1,1,1,2,5,6,6,6,7,6,1,1,1,1,1,1,1,4,4,5,5,4,5,4,Vignette(low)
364,5f078ad565f3b13b01cdc010,1,5,27,27,1,2,2,1,1,7,100,5,7,1,4,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
345,5f8ebc375fe9e604b5883297,1,2,38,38,1,1,2,1,1,6,76,9,6,5,5,1,1,1,2,1,2,1,2,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
367,5b914422d048770001c1d158,1,2,50,50,1,1,1,1,1,7,90,5,7,1,5,1,1,1,1,2,5,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
468,5bb3e443951bd40001f1e0fd,1,2,57,57,1,1,1,1,1,7,90,2,7,2,4,1,1,1,1,2,1,2,1,3,6,1,1,1,2,1,1,1,4,6,1,1,1,1,1,1,Vignette(low)
570,5f2b0ad2209c1b4ba545eb57,1,2,27,27,1,2,1,1,1,6,75,4,6,1,4,1,1,2,1,5,6,6,4,2,6,1,1,1,1,1,1,1,3,7,4,4,4,2,4,1,Vignette(high)
433,5c993969c6d15000019bbc4f,1,2,34,34,1,1,1,1,1,6,70,10,6,4,3,1,1,1,1,1,1,5,4,2,6,1,1,1,1,1,1,1,1,7,2,3,1,1,1,1,Vignette(low)
668,598993dbb78fa90001adfbf0,1,2,49,49,1,1,1,1,1,7,94,10,7,1,5,1,1,1,1,1,1,6,4,7,7,2,1,1,1,1,1,1,1,7,1,5,1,1,1,1,Vignette(low)
344,5eadb9ba99443b0a80211eaa,1,1,31,20,1,1,1,2,0,3,75,0,6,6,3,1,1,1,1,2,3,1,1,1,6,2,1,2,1,2,1,2,3,6,2,3,2,2,2,2,Vignette(high)
494,6038e81b67d4bc3135c47576,1,2,21,21,1,3,2,1,1,7,100,10,7,1,5,1,1,1,1,1,1,6,1,4,7,4,2,3,3,1,1,1,2,6,2,2,1,1,1,1,Vignette(high)
928,5bb5fa744b2c3a0001674b1e,1,1,38,38,1,1,2,1,0,2,25,0,3,6,2,3,1,2,2,2,1,1,3,2,6,3,2,1,2,1,1,1,3,5,5,5,5,3,5,4,Vignette(low)
745,59ccdd6b04185800017240f2,1,2,45,45,1,1,1,1,1,6,80,4,6,4,4,1,1,1,1,1,1,5,1,1,7,2,1,1,1,1,1,1,1,7,4,5,4,1,4,1,Vignette(high)
800,5f68c02bfe85b202e0f00cc7,1,1,54,54,1,1,2,1,0,5,60,1,3,2,3,3,3,1,5,5,6,5,5,6,4,3,3,3,2,3,1,1,5,6,5,5,5,4,6,3,Vignette(high)
793,5bfa91cf26e31d00010462ed,1,1,62,62,1,1,1,1,1,7,97,5,7,4,3,4,2,2,2,1,2,6,4,4,4,2,1,4,3,2,1,1,2,6,4,4,4,4,4,4,Vignette(low)
333,5ac77fbffa3b4e0001738741,1,2,38,38,1,1,2,1,1,7,92,1,7,1,5,1,1,1,1,1,1,7,3,7,7,4,2,2,1,1,1,1,1,4,1,1,1,1,1,1,Vignette(low)
519,5aa696af6219a30001c75d2a,1,2,40,40,2,1,2,1,0,5,42,4,4,5,2,3,1,1,3,1,5,6,5,5,5,5,2,1,1,1,1,1,1,7,2,4,4,4,4,3,Vignette(low)
440,5c63e773f9b6300001c9ce20,1,2,31,31,1,3,1,1,0,4,10,1,3,4,3,1,1,1,1,4,4,4,4,4,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
617,5f9845116c9fb60d906eb7c5,1,1,31,25,1,1,1,1,1,5,25,5,5,5,3,3,1,1,1,2,3,1,2,1,7,1,2,2,2,1,1,1,1,7,2,2,2,1,2,1,Vignette(low)
429,5f36b3370303960ad419ba9a,1,2,21,21,1,3,2,1,1,6,85,2,6,2,5,1,1,1,1,1,2,4,2,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
330,5d9a30ec9d2a700018869f02,1,2,24,24,1,1,2,1,1,6,83,6,7,1,4,1,1,1,1,1,2,3,3,3,7,2,1,1,1,1,1,1,3,7,3,4,2,1,2,1,Vignette(low)
331,56e17b428b1c33000b389d72,1,2,33,7,14,1,1,1,1,6,72,5,6,1,3,2,2,1,2,1,1,2,1,5,7,2,1,1,1,1,1,1,1,7,4,2,2,2,2,1,Vignette(high)
640,604c8c172f634056b6113e80,1,2,38,38,1,1,2,1,0,2,93,1,5,6,3,1,1,1,2,1,6,5,1,1,7,1,1,1,1,1,1,1,6,7,6,6,6,1,7,1,Vignette(low)
511,5effa70455b1f209ae25a233,1,1,20,20,1,4,2,2,1,6,79,5,6,3,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
369,5d907847efc0ee0014dc49c1,1,2,24,24,1,1,1,1,1,6,51,2,5,2,4,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,3,6,2,1,1,1,1,1,Vignette(low)
820,60148902e65e6f22e9bcc2e8,1,2,32,32,1,1,2,1,1,6,75,3,6,1,5,1,1,1,1,1,1,5,1,1,7,1,1,1,1,1,1,1,1,7,1,3,1,1,1,1,Vignette(high)
468,605137bf06f4c72abd73337c,1,1,38,38,1,1,2,1,1,6,82,2,7,1,5,1,1,1,1,1,2,2,2,2,7,2,2,2,2,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
399,5f2b17920440374df1b53250,1,2,26,26,1,1,3,1,1,7,70,7,6,1,5,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,1,1,7,5,5,3,1,1,1,Vignette(high)
273,5983b86106cd1f0001f8e283,1,2,41,41,1,1,1,1,1,6,50,1,6,1,3,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,1,2,7,2,2,2,1,1,1,Vignette(high)
460,5f846dd4e962ce0bf61b95fb,1,2,21,21,2,1,2,2,1,6,90,2,6,5,3,3,2,1,1,1,7,5,5,5,6,1,1,1,1,1,1,1,1,7,5,2,3,4,3,1,Vignette(low)
962,5f5878c94814133e402c8ea2,1,1,32,32,1,1,1,1,1,6,50,5,6,2,3,1,1,1,1,2,5,2,1,1,6,5,1,1,2,1,2,1,5,7,1,1,1,1,1,1,Vignette(low)
427,5f3146c0e8a9536043a627d4,1,2,47,47,1,1,1,1,0,6,10,5,7,2,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
698,5db2da318bc3c5000bda4286,1,2,22,22,1,2,0,1,0,2,80,0,3,3,3,1,1,2,2,1,5,1,1,1,5,1,1,2,2,1,2,1,3,3,2,5,1,2,3,1,Vignette(low)
366,5d5b9a34a69ee6000143803d,1,2,33,33,1,1,1,1,1,6,80,3,6,5,2,2,1,1,5,4,3,4,3,4,6,1,1,2,2,2,1,1,4,6,2,2,2,1,2,2,Vignette(low)
518,5e19a93785277923a40d757a,1,2,20,20,5,1,1,1,1,6,88,4,7,2,4,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,Vignette(low)
581,5d92791d8eaeee0765fa38e0,1,2,41,41,1,1,1,1,1,7,100,4,7,4,5,1,1,1,1,1,1,7,1,7,7,7,1,1,1,1,1,1,4,7,1,1,1,1,5,4,Vignette(low)
972,5c5c94104400770001372ce0,1,2,59,59,1,1,1,1,1,7,91,1,2,4,3,4,1,4,4,4,1,4,3,4,7,6,1,1,1,2,2,1,5,4,2,3,1,2,2,2,Vignette(high)
458,5bb75d5ab59bb60001009241,1,1,27,27,1,2,1,1,0,2,70,0,4,4,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,Vignette(low)
488,5f50c6c01f546c23deaf1ee0,1,2,25,25,1,1,2,1,1,7,91,3,6,1,5,1,1,1,1,1,1,6,1,4,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
428,5eac8a97456fbf2f9b1740cc,1,2,37,37,1,1,2,1,1,6,65,3,6,1,4,1,1,1,1,2,2,1,1,1,7,1,1,1,1,1,1,1,2,7,1,2,1,2,1,1,Vignette(low)
482,5f53b73f18bf9a6ed513ca61,1,1,22,22,1,1,1,1,1,6,70,5,5,4,4,4,2,2,3,5,4,3,5,3,6,2,2,2,3,3,2,1,3,4,4,5,4,3,4,3,Vignette(low)
535,59d2205f23b3e500018f5264,1,1,69,69,1,3,1,1,0,5,30,1,5,6,2,2,2,3,5,4,4,4,5,4,5,4,3,5,3,3,3,3,5,5,4,4,4,4,4,4,Vignette(low)
570,5e668ca253e13b3fa43cdc6b,1,2,31,12,1,1,1,1,1,6,90,3,6,1,4,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,2,7,2,2,1,1,1,1,Vignette(low)
277,5baf6364f1f9ba00013f7893,1,2,50,50,13,2,3,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
591,5bf530fe92ddb60001d02698,1,1,42,42,5,1,1,1,0,4,53,2,4,6,3,5,1,1,2,1,3,4,4,2,4,2,1,4,5,4,4,4,3,5,4,4,4,4,4,4,Vignette(high)
555,5ffd802005f02b2b5370277f,1,1,33,33,1,1,2,1,1,6,64,10,6,2,3,1,1,1,2,1,1,3,2,2,7,1,2,2,1,1,2,1,1,7,1,3,1,1,3,1,Vignette(high)
813,5fffdc05eb5d1805aa5f9e81,1,2,38,10,1,1,1,1,1,7,100,3,6,6,4,2,2,2,2,6,4,4,4,4,6,2,2,2,2,2,2,2,2,6,2,2,2,2,2,1,Vignette(low)
474,586e8212156b0100017864c2,1,2,38,38,1,1,1,1,1,7,90,5,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
498,5b2b65a57297750001c787be,1,1,22,22,1,1,1,1,1,6,90,2,6,4,3,1,1,1,5,1,7,6,4,5,7,1,1,1,1,1,1,1,3,5,7,6,6,2,4,1,Vignette(high)
383,5df3c016b633b52950e0a315,1,2,24,22,1,1,2,1,1,6,90,7,6,3,5,2,1,1,2,2,2,2,3,2,2,3,2,1,1,1,1,1,2,2,2,2,2,1,1,1,Vignette(low)
663,5cf12ddbf17e370017a278c5,1,2,23,23,1,1,1,1,1,6,80,1,6,6,5,1,1,1,1,1,1,6,5,4,7,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,Vignette(high)
396,60545769681c0da8424a4036,1,2,56,56,1,1,2,1,1,7,91,10,7,1,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
544,5f2d2f706422dc28a6dff0a3,1,2,34,34,1,1,1,1,0,6,10,1,6,5,4,1,1,1,5,1,1,7,1,7,7,2,1,1,1,1,1,1,1,7,1,7,1,1,1,1,Vignette(low)
408,5e6166db9aa9da065b08cb43,1,1,27,27,1,1,1,1,1,7,94,5,6,3,5,1,1,1,1,1,4,7,3,4,7,2,1,1,1,1,1,1,1,7,4,2,1,1,1,1,Vignette(low)
437,5eefd8d2fcd162168fd6697a,1,2,31,31,1,2,1,1,1,7,100,6,6,3,5,3,1,1,1,1,1,1,1,5,7,2,3,3,1,1,1,1,1,7,1,2,1,1,1,1,Vignette(high)
798,59576c11b42ee50001e8ee7a,1,2,37,19,1,1,2,1,1,7,100,10,7,1,4,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1,1,1,7,2,2,1,1,5,1,Vignette(high)
712,603cecdcc6dd23b117e66532,1,2,22,22,6,1,2,1,1,6,80,10,6,2,4,1,1,1,1,3,1,5,2,4,7,3,1,1,1,1,1,1,5,7,2,1,4,1,4,1,Vignette(high)
803,5bbe05fc6322c500015ac016,1,2,46,45,1,1,0,1,1,6,50,3,6,4,4,2,1,1,1,1,2,1,1,5,7,1,1,1,4,2,1,1,2,7,2,1,2,1,4,1,Vignette(high)
664,5f022d91a43ac63b4a27c050,1,2,55,48,1,1,2,1,1,7,82,5,2,2,4,1,1,1,1,1,5,4,2,6,7,2,1,1,1,1,1,1,1,7,1,3,1,1,1,1,Vignette(low)
384,597f57ccfc90e000011c56fe,1,2,36,36,1,2,3,1,1,7,96,10,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
592,5c9a111a626e810018cda632,1,1,53,53,1,1,1,1,1,6,59,8,6,2,4,1,1,1,1,1,1,3,2,2,6,1,1,1,1,1,1,1,1,7,2,1,2,2,2,1,Vignette(high)
587,5b410bee1581c70001e8de95,1,2,21,21,1,3,3,1,1,6,78,1,6,5,4,2,1,1,1,1,1,5,5,4,6,5,1,1,1,1,1,1,2,6,3,1,1,1,1,1,Vignette(low)
533,59a7c4f0d4019800014cf4c4,1,2,55,55,1,1,1,1,1,6,75,10,6,3,4,1,1,1,1,1,2,1,2,1,6,1,1,1,1,1,1,1,1,6,4,3,3,3,5,2,Vignette(low)
727,5cc4a603c29170001583dd8b,1,2,42,42,1,1,2,1,0,3,61,0,5,4,2,2,1,1,1,5,5,1,2,1,6,5,1,1,1,1,1,1,5,7,5,5,5,2,6,2,Vignette(high)
998,5e57e67bb836e0000d222062,1,2,55,55,1,1,3,2,1,6,75,8,7,1,5,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,7,2,2,1,1,2,1,Vignette(low)
519,5d402ba19b264e001690ec88,1,2,28,28,1,1,0,1,1,6,78,5,6,1,5,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,Vignette(low)
617,5f08d55aede9071431f3148b,1,2,45,45,13,2,2,1,1,6,81,6,7,1,5,1,1,1,1,1,3,6,2,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
420,5f2c19ebab632e05959b1adf,1,2,43,43,1,1,2,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,1,7,2,2,2,2,2,1,Vignette(low)
938,5ff9ec0b50f066349d249b14,1,1,70,70,1,1,2,1,1,7,89,5,7,2,4,1,1,1,1,1,2,3,1,1,7,1,1,1,1,1,1,1,1,7,1,2,1,1,2,1,Vignette(low)
629,60202c6dd29de26088c573fc-,1,1,20,20,1,1,1,1,0,2,80,0,4,6,2,1,1,1,1,4,5,5,5,2,6,5,1,1,2,1,1,1,5,7,4,2,4,1,4,1,Vignette(high)
281,5f4e389555e3b9b30666d8cf,1,2,36,36,1,1,2,1,1,7,93,10,7,1,5,1,1,1,1,1,1,2,1,2,7,2,1,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(low)
655,602c0fc2eff74b4748e9b41e,1,1,30,30,13,1,1,1,0,2,75,0,2,6,2,7,6,1,6,1,5,2,3,2,2,1,1,1,3,3,1,1,4,6,3,5,3,1,5,2,Vignette(high)
394,5ff8d4ed8acc7c17f6cfb534,1,2,23,23,1,1,3,1,1,7,97,4,7,1,5,1,1,1,1,1,1,6,5,5,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
625,5ea48c5dce86690524027bba,1,2,65,65,1,1,3,1,0,5,66,0,2,7,1,5,5,7,5,4,5,5,5,5,4,4,4,4,5,5,4,3,5,6,5,5,5,5,5,5,Vignette(high)
524,5ec83d67cfe53914464d2062,1,2,24,24,1,1,2,1,1,7,80,10,7,1,2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
398,5e39769ea9cf94187e49eed5,1,2,31,31,1,1,1,1,0,5,67,0,6,3,4,2,1,1,1,2,5,1,5,4,7,5,1,1,1,1,1,1,1,6,4,1,1,1,1,1,Vignette(high)
388,5f74dd57565f72111cfeb8ba,1,2,39,39,1,1,2,1,1,6,41,5,6,2,4,2,1,1,2,1,6,7,6,4,7,5,1,2,1,1,1,1,2,7,1,1,2,1,5,1,Vignette(low)
406,601803d886fe24b06ddb77fc,1,1,19,14,4,1,1,3,1,6,40,4,6,2,4,1,1,1,1,1,5,5,5,4,6,3,4,5,2,1,2,1,5,5,5,5,5,2,3,1,Vignette(low)
617,5e3aa9e1764672000d62723d,1,2,38,38,1,1,1,1,1,7,100,5,7,2,4,1,1,1,1,2,2,6,3,1,7,7,6,2,1,1,1,1,2,7,5,6,5,3,5,1,Vignette(high)
667,5be742980bedce00010bcf31,1,1,37,37,1,1,1,1,1,6,72,3,7,1,5,1,1,1,1,1,1,2,1,1,7,1,1,1,2,1,1,1,1,7,1,2,1,1,1,1,Vignette(low)
660,5f3148c34206295ffc1ea0d7,1,2,26,25,1,1,3,1,1,6,85,5,7,1,5,1,1,1,1,1,1,5,1,3,7,2,1,1,1,1,1,1,2,6,1,1,1,1,1,1,Vignette(low)
379,5ce45c591bf7c90001505825,1,1,36,36,1,1,1,1,0,2,90,0,5,5,3,1,2,1,4,2,5,4,3,2,6,1,1,1,1,1,1,1,2,1,3,5,3,2,2,1,Vignette(high)
842,5988055f631d0c000149a5ac,1,1,35,35,1,1,2,1,1,6,70,10,6,4,4,1,1,1,1,1,1,1,1,1,6,4,1,1,4,1,1,1,1,6,1,2,1,1,3,1,Vignette(low)
684,5e977f778ffa480f96f70d64,1,2,56,56,1,1,1,1,0,4,100,2,4,4,4,1,1,1,1,5,6,4,2,1,7,5,4,1,1,1,1,1,2,7,2,3,2,3,4,1,Vignette(high)
357,603c0372960cdb965cb57653,1,1,20,21,4,1,1,1,1,6,65,6,6,6,5,2,1,2,6,2,3,3,1,3,7,1,1,2,1,1,1,1,2,7,2,2,2,1,4,1,Vignette(low)
790,5ff57775cc4a510008bedc74,1,1,22,22,1,3,3,1,1,6,72,2,6,5,3,1,1,1,1,2,5,7,6,6,7,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
385,5c239d6270d93a0001203c84,1,2,22,22,14,1,1,1,1,6,61,2,6,3,4,1,1,1,2,1,2,6,5,5,6,1,1,2,1,1,1,1,1,6,2,1,1,1,5,1,Vignette(low)
808,6050d69f74795a167210a99d,1,2,22,22,1,1,1,2,1,6,75,1,5,5,3,3,2,4,5,3,5,2,5,6,7,5,2,3,3,3,1,3,3,7,5,6,4,3,6,2,Vignette(low)
654,5c601465af8348000112626f,1,2,23,23,1,2,2,1,1,7,100,8,7,2,5,1,1,1,1,1,4,2,1,2,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
540,5d4adeb3080b2f001a3ed139,1,2,23,23,1,1,1,1,1,6,90,5,6,5,3,5,1,3,4,1,5,6,6,6,7,3,1,4,2,1,1,1,1,7,4,4,4,1,4,1,Vignette(high)
1027,5fd24c2bd73746099467df2e,1,2,39,39,1,1,1,2,1,5,61,5,5,1,2,1,1,1,2,1,3,1,1,1,7,1,1,1,2,1,1,1,1,7,1,1,1,1,5,1,Vignette(high)
263,5d7a098214f08f00164031a0,1,2,35,35,1,1,1,1,1,5,78,2,7,1,5,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
